Word,Length,Freq_HAL,Log_Freq_HAL
quickly,7,42041,10.65
appears,7,41932,10.64
Jeff,4,41843,10.64
cable,5,41840,10.64
perfect,7,41810,10.64
comment,7,41761,10.64
apparently,10,41745,10.64
wondering,9,41742,10.64
lives,5,41676,10.64
hello,5,41649,10.64
attempt,7,41637,10.64
Europe,6,41563,10.63
distribution,12,41272,10.63
popular,7,41161,10.63
you'd,5,41121,10.62
eye,3,41052,10.62
staff,5,41035,10.62
lack,4,41016,10.62
religion,8,40955,10.62
actual,6,40919,10.62
immediately,11,40875,10.62
spirit,6,40804,10.62
spend,5,40764,10.62
highly,6,40740,10.61
William,7,40735,10.61
load,4,40668,10.61
whose,5,40623,10.61
printer,7,40620,10.61
mar,3,40591,10.61
began,5,40481,10.61
peace,5,40408,10.61
individuals,11,40358,10.61
girl,4,40340,10.61
events,6,40305,10.6
earlier,7,40303,10.6
stories,7,40302,10.6
volume,6,40289,10.6
possibly,8,40285,10.6
fight,5,40281,10.6
collection,10,40166,10.6
testing,7,40153,10.6
feet,4,40143,10.6
particularly,12,40140,10.6
regarding,9,40124,10.6
equal,5,40062,10.6
channel,7,40054,10.6
understanding,13,39902,10.59
vector,6,39886,10.59
built,5,39879,10.59
review,6,39843,10.59
album,5,39796,10.59
brought,7,39792,10.59
partial,7,39776,10.59
engine,6,39577,10.59
cash,4,39508,10.58
bank,4,39506,10.58
telephone,9,39460,10.58
sign,4,39389,10.58
answers,7,39376,10.58
Eric,4,39370,10.58
setting,7,39363,10.58
update,6,39270,10.58
setup,5,39265,10.58
Japan,5,39230,10.58
mostly,6,39190,10.58
Andrew,6,39188,10.58
daily,5,39093,10.57
switch,6,39074,10.57
link,4,39054,10.57
ten,3,39037,10.57
developed,9,39015,10.57
fairly,6,38992,10.57
clearly,7,38947,10.57
internal,8,38828,10.57
wife,4,38746,10.56
seeing,6,38729,10.56
levels,6,38708,10.56
cat,3,38649,10.56
recall,6,38627,10.56
totally,7,38619,10.56
sending,7,38618,10.56
kept,4,38548,10.56
British,7,38543,10.56
ball,4,38502,10.56
western,7,38452,10.56
benefits,8,38425,10.56
lose,4,38347,10.55
culture,7,38335,10.55
sets,4,38222,10.55
marketing,9,38188,10.55
huge,4,38161,10.55
financial,9,38129,10.55
station,7,38106,10.55
select,6,38056,10.55
ice,3,38056,10.55
father,6,38034,10.55
lord,4,38009,10.55
calling,7,37999,10.55
waiting,7,37991,10.55
seemed,6,37953,10.54
dollars,7,37927,10.54
edge,4,37877,10.54
potential,9,37846,10.54
output,6,37840,10.54
mouse,5,37838,10.54
former,6,37821,10.54
religious,9,37776,10.54
economic,8,37730,10.54
Martin,6,37729,10.54
respect,7,37713,10.54
quick,5,37673,10.54
meeting,7,37663,10.54
effort,6,37651,10.54
finger,6,37566,10.53
season,6,37562,10.53
recommend,9,37525,10.53
noticed,7,37506,10.53
favorite,8,37480,10.53
connect,7,37477,10.53
rates,5,37473,10.53
Chinese,7,37454,10.53
fan,3,37452,10.53
drug,4,37439,10.53
feeling,7,37377,10.53
onto,4,37373,10.53
obvious,7,37370,10.53
neither,7,37284,10.53
shell,5,37174,10.52
copies,6,37163,10.52
town,4,37149,10.52
aware,5,37088,10.52
older,5,37078,10.52
success,7,37069,10.52
absolutely,10,36965,10.52
April,5,36958,10.52
located,7,36875,10.52
basically,9,36795,10.51
England,7,36785,10.51
missing,7,36747,10.51
sea,3,36736,10.51
Jesus,5,36735,10.51
moving,6,36725,10.51
funny,5,36714,10.51
reasonable,10,36710,10.51
German,6,36685,10.51
carry,5,36637,10.51
French,6,36635,10.51
director,8,36607,10.51
meant,5,36601,10.51
decision,8,36601,10.51
pain,4,36596,10.51
growth,6,36594,10.51
rich,4,36592,10.51
advanced,8,36516,10.51
views,5,36484,10.5
alpha,5,36445,10.5
speech,6,36422,10.5
enter,5,36407,10.5
expensive,9,36397,10.5
risk,4,36284,10.5
exchange,8,36266,10.5
morning,7,36262,10.5
Chicago,7,36262,10.5
rare,4,36258,10.5
clean,5,36257,10.5
separate,8,36232,10.5
supply,6,36137,10.5
Tim,3,36110,10.49
fix,3,35995,10.49
stated,6,35851,10.49
towards,7,35839,10.49
decide,6,35825,10.49
income,6,35824,10.49
baby,4,35810,10.49
bus,3,35778,10.49
slightly,8,35773,10.48
Clinton,7,35767,10.48
greater,7,35761,10.48
greatly,7,35739,10.48
Australia,9,35703,10.48
January,7,35672,10.48
develop,7,35652,10.48
floor,5,35635,10.48
references,10,35569,10.48
miles,5,35566,10.48
active,6,35565,10.48
giant,5,35553,10.48
eat,3,35550,10.48
chip,4,35544,10.48
buying,6,35503,10.48
input,5,35427,10.48
modern,6,35406,10.47
host,4,35396,10.47
upgrade,7,35367,10.47
secret,6,35327,10.47
Charles,7,35322,10.47
universe,8,35314,10.47
keyboard,8,35312,10.47
addresses,9,35300,10.47
instructions,12,35273,10.47
killed,6,35249,10.47
insert,6,35225,10.47
born,4,35181,10.47
item,4,35168,10.47
extremely,9,35112,10.47
division,8,35084,10.47
match,5,35069,10.47
fully,5,35053,10.46
primer,6,35025,10.46
processing,10,35022,10.46
pictures,8,34996,10.46
anywhere,8,34991,10.46
association,11,34963,10.46
moved,5,34884,10.46
forms,5,34877,10.46
documents,9,34869,10.46
learning,8,34857,10.46
cold,4,34854,10.46
realize,7,34837,10.46
expected,8,34828,10.46
worse,5,34812,10.46
touch,5,34803,10.46
oil,3,34785,10.46
conditions,10,34777,10.46
standards,9,34746,10.46
mountain,8,34727,10.46
flame,5,34637,10.45
removed,7,34595,10.45
entry,5,34588,10.45
topic,5,34583,10.45
produce,7,34576,10.45
majority,8,34564,10.45
consulting,10,34546,10.45
fear,4,34537,10.45
firm,4,34530,10.45
summer,6,34481,10.45
purchase,8,34455,10.45
imagine,7,34419,10.45
count,5,34402,10.45
became,6,34338,10.44
cheap,5,34326,10.44
putting,7,34305,10.44
larger,6,34250,10.44
definitely,10,34229,10.44
approach,8,34189,10.44
facts,5,34163,10.44
reach,5,34160,10.44
mouth,5,34157,10.44
documentation,13,34150,10.44
feature,7,34110,10.44
audio,5,34061,10.44
quote,5,34045,10.44
logic,5,34025,10.43
army,4,34024,10.43
frank,5,34023,10.43
values,6,34017,10.43
weight,6,33958,10.43
met,3,33944,10.43
clients,7,33929,10.43
okay,4,33915,10.43
listen,6,33915,10.43
accepted,8,33901,10.43
kernel,6,33865,10.43
mass,4,33835,10.43
methods,7,33831,10.43
claims,6,33803,10.43
studies,7,33789,10.43
doom,4,33765,10.43
committee,9,33738,10.43
images,6,33727,10.43
frequently,10,33715,10.43
effective,9,33590,10.42
nearly,6,33528,10.42
besides,7,33522,10.42
advantage,9,33506,10.42
relationship,12,33496,10.42
crime,5,33496,10.42
functions,9,33459,10.42
somebody,8,33446,10.42
hall,4,33443,10.42
China,5,33442,10.42
population,10,33381,10.42
sexual,6,33375,10.42
follows,7,33373,10.42
concerned,9,33354,10.41
content,7,33314,10.41
sat,3,33312,10.41
tool,4,33286,10.41
songs,5,33272,10.41
script,6,33261,10.41
block,5,33257,10.41
string,6,33204,10.41
Alan,4,33178,10.41
safe,4,33169,10.41
transfer,8,33168,10.41
spent,5,33152,10.41
suppose,7,33112,10.41
beat,4,33104,10.41
European,8,33102,10.41
property,8,33095,10.41
walk,4,33093,10.41
we've,5,33027,10.41
stone,5,33008,10.4
letters,7,32991,10.4
forces,6,32985,10.4
customer,8,32952,10.4
London,6,32949,10.4
options,7,32945,10.4
role,4,32941,10.4
protection,10,32877,10.4
nobody,6,32857,10.4
bay,3,32845,10.4
keys,4,32828,10.4
heavy,5,32826,10.4
we'll,5,32801,10.4
planning,8,32800,10.4
activities,10,32765,10.4
leader,6,32758,10.4
arms,4,32708,10.4
growing,7,32660,10.39
specifically,12,32656,10.39
dogs,4,32637,10.39
yours,5,32621,10.39
intended,8,32601,10.39
finding,7,32574,10.39
programmer,10,32565,10.39
scientific,10,32559,10.39
index,5,32443,10.39
dream,5,32423,10.39
soul,4,32352,10.38
bug,3,32226,10.38
significant,11,32223,10.38
named,5,32210,10.38
successful,10,32177,10.38
strange,7,32164,10.38
powerful,8,32105,10.38
somewhat,8,31984,10.37
century,7,31984,10.37
independent,11,31959,10.37
wonderful,9,31958,10.37
necessarily,11,31947,10.37
meaning,7,31933,10.37
scene,5,31918,10.37
doctor,6,31917,10.37
resource,8,31910,10.37
shown,5,31872,10.37
virtual,7,31841,10.37
illegal,7,31825,10.37
defense,7,31710,10.36
proper,6,31703,10.36
visual,6,31701,10.36
readers,7,31684,10.36
justice,7,31679,10.36
Francisco,9,31656,10.36
described,9,31649,10.36
prove,5,31645,10.36
fans,4,31621,10.36
existing,8,31565,10.36
bar,3,31561,10.36
forum,5,31556,10.36
pa,2,31547,10.36
immediate,9,31523,10.36
thousands,9,31502,10.36
external,8,31477,10.36
Jack,4,31462,10.36
frame,5,31447,10.36
tend,4,31395,10.35
hill,4,31346,10.35
bed,3,31345,10.35
beautiful,9,31342,10.35
she's,5,31313,10.35
episode,7,31294,10.35
primary,7,31286,10.35
cars,4,31247,10.35
speaking,8,31235,10.35
limit,5,31222,10.35
eventually,10,31206,10.35
reported,8,31191,10.35
wear,4,31161,10.35
controller,10,31092,10.34
leading,7,31038,10.34
supports,8,31028,10.34
plans,5,31000,10.34
ran,3,30986,10.34
updated,7,30983,10.34
resistant,9,30959,10.34
expressed,9,30956,10.34
Americans,9,30950,10.34
Canadian,8,30942,10.34
miss,4,30936,10.34
alternative,11,30931,10.34
solutions,9,30914,10.34
direction,9,30901,10.34
projects,8,30888,10.34
supported,9,30873,10.34
concept,7,30857,10.34
followed,8,30823,10.34
permanent,9,30755,10.33
benefit,7,30754,10.33
opening,7,30736,10.33
networks,8,30731,10.33
truly,5,30729,10.33
variety,7,30727,10.33
telling,7,30726,10.33
moon,4,30689,10.33
fixed,5,30688,10.33
stage,5,30645,10.33
fish,4,30614,10.33
union,5,30591,10.33
movement,8,30554,10.33
starts,6,30545,10.33
examples,8,30501,10.33
payment,7,30487,10.33
damn,4,30471,10.32
customers,9,30470,10.32
Ken,3,30457,10.32
movies,6,30450,10.32
caused,6,30419,10.32
pack,4,30418,10.32
passed,6,30331,10.32
button,6,30330,10.32
gay,3,30314,10.32
bunch,5,30310,10.32
disks,5,30273,10.32
global,6,30247,10.32
discuss,7,30217,10.32
drugs,5,30191,10.32
flight,6,30145,10.31
shouldn't,9,30129,10.31
trek,4,30117,10.31
salary,6,30091,10.31
computing,9,30035,10.31
schools,7,30008,10.31
loss,4,30002,10.31
seriously,9,29996,10.31
budget,6,29992,10.31
depends,7,29987,10.31
watching,8,29939,10.31
behavior,8,29913,10.31
senior,6,29912,10.31
bet,3,29909,10.31
experienced,11,29904,10.31
lo,2,29900,10.31
becomes,7,29891,10.31
structure,9,29885,10.31
ass,3,29848,10.3
cents,5,29830,10.3
distance,8,29802,10.3
serial,6,29800,10.3
complex,7,29781,10.3
cross,5,29753,10.3
faith,5,29740,10.3
actions,7,29726,10.3
default,7,29719,10.3
minute,6,29713,10.3
changing,8,29703,10.3
administration,14,29660,10.3
modified,8,29649,10.3
echo,4,29638,10.3
target,6,29601,10.3
nation,6,29567,10.29
dear,4,29554,10.29
properly,8,29409,10.29
fly,3,29393,10.29
bidder,6,29383,10.29
considering,11,29379,10.29
trust,5,29358,10.29
fat,3,29356,10.29
protect,7,29349,10.29
self,4,29333,10.29
dragon,6,29320,10.29
journal,7,29244,10.28
physics,7,29221,10.28
regards,7,29212,10.28
prevent,7,29122,10.28
compiler,8,29044,10.28
constitution,12,29036,10.28
thoughts,8,28997,10.27
usual,5,28950,10.27
topics,6,28938,10.27
Jason,5,28918,10.27
everybody,9,28861,10.27
mission,7,28847,10.27
proof,5,28838,10.27
hearing,7,28801,10.27
responses,9,28800,10.27
cells,5,28772,10.27
died,4,28767,10.27
deck,4,28755,10.27
connected,9,28741,10.27
battle,6,28733,10.27
papers,6,28732,10.27
cache,5,28689,10.26
prior,5,28632,10.26
throughout,10,28623,10.26
produced,8,28614,10.26
tells,5,28605,10.26
gotten,6,28568,10.26
menu,4,28562,10.26
weapons,7,28521,10.26
distributed,11,28505,10.26
correctly,9,28488,10.26
flying,6,28484,10.26
June,4,28477,10.26
operation,9,28468,10.26
languages,9,28466,10.26
pressure,8,28433,10.26
operations,10,28425,10.26
models,6,28421,10.25
providing,9,28419,10.25
trip,4,28399,10.25
India,5,28393,10.25
depending,9,28391,10.25
heat,4,28372,10.25
whom,4,28333,10.25
Daniel,6,28297,10.25
throw,5,28289,10.25
stick,5,28279,10.25
super,5,28262,10.25
preferred,9,28255,10.25
signal,6,28245,10.25
amendment,9,28203,10.25
pull,4,28190,10.25
learned,7,28190,10.25
judge,5,28177,10.25
toward,6,28152,10.25
metal,5,28116,10.24
offered,7,28113,10.24
smaller,7,28021,10.24
hurt,4,28018,10.24
shop,4,27995,10.24
civil,5,27980,10.24
France,6,27961,10.24
rush,4,27949,10.24
compared,8,27910,10.24
session,7,27845,10.23
responsibility,14,27800,10.23
northern,8,27797,10.23
cup,3,27792,10.23
ignore,6,27790,10.23
errors,6,27767,10.23
Mexico,6,27758,10.23
employer,8,27757,10.23
implementation,14,27659,10.23
closed,6,27658,10.23
positive,8,27619,10.23
placed,6,27615,10.23
forced,6,27590,10.23
reached,7,27584,10.22
comics,6,27577,10.22
won,3,27563,10.22
replace,7,27530,10.22
ends,4,27525,10.22
battery,7,27473,10.22
focus,5,27452,10.22
signed,6,27435,10.22
Tony,4,27385,10.22
root,4,27384,10.22
Larry,5,27380,10.22
native,6,27377,10.22
catalog,7,27375,10.22
materials,9,27364,10.22
cancelled,9,27351,10.22
exists,6,27339,10.22
Boston,6,27335,10.22
maintain,8,27327,10.22
remote,6,27308,10.21
failed,6,27279,10.21
river,5,27274,10.21
holy,4,27262,10.21
techniques,10,27258,10.21
configuration,13,27254,10.21
tree,4,27218,10.21
admit,5,27202,10.21
Gary,4,27188,10.21
fee,3,27166,10.21
impossible,10,27164,10.21
Stephen,7,27159,10.21
floppy,6,27146,10.21
Don,3,27135,10.21
owner,5,27130,10.21
serve,5,27117,10.21
mirror,6,27107,10.21
objects,7,27104,10.21
generation,10,27089,10.21
suspect,7,27087,10.21
waste,5,27081,10.21
region,6,27072,10.21
worry,5,27060,10.21
missed,6,27028,10.2
developing,10,27023,10.2
debate,6,26957,10.2
seconds,7,26919,10.2
classic,7,26905,10.2
familiar,8,26893,10.2
instance,8,26887,10.2
jump,4,26855,10.2
checks,6,26846,10.2
intelligence,12,26776,10.2
upper,5,26757,10.19
keeping,7,26730,10.19
ads,3,26673,10.19
beach,5,26666,10.19
draw,4,26592,10.19
planet,6,26589,10.19
girls,5,26581,10.19
refer,5,26546,10.19
organizations,13,26521,10.19
activity,8,26484,10.18
citizens,8,26476,10.18
opportunities,13,26461,10.18
legs,4,26451,10.18
fill,4,26443,10.18
insurance,9,26430,10.18
helpful,7,26425,10.18
plastic,7,26405,10.18
installation,12,26399,10.18
reserve,7,26384,10.18
entirely,8,26379,10.18
Florida,7,26340,10.18
Jewish,6,26303,10.18
flat,4,26256,10.18
Sunday,6,26241,10.18
stopped,7,26232,10.17
anymore,7,26212,10.17
minor,5,26175,10.17
candidates,10,26167,10.17
turns,5,26163,10.17
spring,6,26152,10.17
despite,7,26140,10.17
dance,5,26125,10.17
suggested,9,26108,10.17
career,6,26071,10.17
sports,6,26037,10.17
teams,5,26030,10.17
goal,4,26030,10.17
paying,6,26011,10.17
Sam,3,25993,10.17
lady,4,25980,10.17
married,7,25973,10.16
percent,7,25919,10.16
abuse,5,25915,10.16
equivalent,10,25895,10.16
Bruce,5,25888,10.16
map,3,25878,10.16
ahead,5,25862,10.16
discussions,11,25851,10.16
animals,7,25826,10.16
somehow,7,25825,10.16
demand,6,25807,10.16
processor,9,25805,10.16
exact,5,25797,10.16
treatment,9,25792,10.16
hole,4,25790,10.16
oracle,6,25785,10.16
Meg,3,25782,10.16
gas,3,25773,10.16
Friday,6,25773,10.16
loose,5,25759,10.16
contain,7,25742,10.16
relevant,8,25732,10.16
strength,8,25721,10.16
compatible,10,25686,10.15
sit,3,25658,10.15
surface,7,25649,10.15
exit,4,25629,10.15
sleep,5,25606,10.15
merely,6,25599,10.15
broken,6,25599,10.15
creating,8,25598,10.15
glad,4,25586,10.15
disagree,8,25581,10.15
determine,9,25579,10.15
units,5,25578,10.15
spam,4,25571,10.15
gene,4,25570,10.15
assuming,8,25476,10.15
traffic,7,25455,10.14
permission,10,25434,10.14
revised,7,25426,10.14
mistake,7,25420,10.14
fields,6,25419,10.14
figures,7,25416,10.14
Matt,4,25398,10.14
league,6,25384,10.14
seeking,7,25347,10.14
covered,7,25331,10.14
commands,8,25319,10.14
express,7,25308,10.14
experiences,11,25256,10.14
goblin,6,25243,10.14
patch,5,25238,10.14
plant,5,25225,10.14
adult,5,25223,10.14
leaving,7,25217,10.14
defined,7,25213,10.14
toy,3,25185,10.13
devices,7,25181,10.13
valid,5,25178,10.13
fighting,8,25177,10.13
Mary,4,25159,10.13
Jews,4,25158,10.13
unlimited,9,25106,10.13
obtain,6,25096,10.13
amazing,7,25096,10.13
parallel,8,25084,10.13
pieces,6,25065,10.13
liver,5,25025,10.13
brand,5,25019,10.13
valley,6,24976,10.13
skin,4,24973,10.13
continued,9,24928,10.12
context,7,24912,10.12
showing,7,24886,10.12
Max,3,24879,10.12
normally,8,24873,10.12
kit,3,24866,10.12
overall,7,24845,10.12
raise,5,24837,10.12
poster,6,24836,10.12
unique,6,24825,10.12
bell,4,24815,10.12
grow,4,24803,10.12
guitar,6,24781,10.12
boxes,5,24778,10.12
lab,3,24767,10.12
animal,6,24745,10.12
pin,3,24742,10.12
engineers,9,24712,10.12
beer,4,24708,10.11
Greg,4,24705,10.11
monthly,7,24699,10.11
demo,4,24690,10.11
scale,5,24681,10.11
terminal,8,24678,10.11
capital,7,24646,10.11
requests,8,24625,10.11
wars,4,24595,10.11
perform,7,24590,10.11
remain,6,24587,10.11
associated,10,24568,10.11
Saturday,8,24556,10.11
Bible,5,24550,10.11
pulled,6,24504,10.11
platform,8,24499,10.11
clock,5,24496,10.11
taxes,5,24494,10.11
negative,8,24446,10.1
causes,6,24441,10.1
Jones,5,24432,10.1
Johnson,7,24424,10.1
holding,7,24422,10.1
silver,6,24413,10.1
Ron,3,24402,10.1
registration,12,24392,10.1
cast,4,24385,10.1
ward,4,24382,10.1
virus,5,24356,10.1
interests,9,24350,10.1
inappropriate,13,24344,10.1
define,6,24310,10.1
slip,4,24291,10.1
solid,5,24264,10.1
foot,4,24212,10.09
classes,7,24190,10.09
standing,8,24152,10.09
established,11,24142,10.09
thinks,6,24130,10.09
weekend,7,24127,10.09
provider,8,24078,10.09
slowly,6,24077,10.09
campaign,8,24070,10.09
adding,6,24066,10.09
stores,6,24064,10.09
county,6,24058,10.09
opened,6,24037,10.09
wood,4,24035,10.09
unable,6,24024,10.09
sample,6,24016,10.09
guns,4,24000,10.09
failure,7,23998,10.09
southern,8,23994,10.09
worst,5,23946,10.08
boys,4,23926,10.08
dollar,6,23916,10.08
knowing,7,23913,10.08
winter,6,23910,10.08
gain,4,23905,10.08
liked,5,23898,10.08
domain,6,23877,10.08
originally,10,23873,10.08
wild,4,23869,10.08
funds,5,23862,10.08
horse,5,23855,10.08
tower,5,23842,10.08
bits,4,23833,10.08
December,8,23815,10.08
presence,8,23804,10.08
sitting,7,23789,10.08
resolution,10,23758,10.08
handling,8,23735,10.07
links,5,23704,10.07
brother,7,23702,10.07
returned,8,23694,10.07
wind,4,23685,10.07
owners,6,23680,10.07
Russian,7,23661,10.07
safety,6,23660,10.07
utility,7,23656,10.07
lets,4,23648,10.07
investment,10,23614,10.07
publishing,10,23605,10.07
ride,4,23593,10.07
submit,6,23589,10.07
authority,9,23585,10.07
annual,6,23577,10.07
corporate,9,23575,10.07
differences,11,23533,10.07
shoot,5,23531,10.07
bear,4,23529,10.07
agreement,9,23528,10.07
plain,5,23526,10.07
who's,5,23501,10.06
tour,4,23493,10.06
purposes,8,23468,10.06
dreams,6,23464,10.06
July,4,23456,10.06
charges,7,23417,10.06
Joseph,6,23402,10.06
led,3,23398,10.06
tests,5,23394,10.06
procedure,9,23392,10.06
selection,9,23385,10.06
train,5,23376,10.06
administrator,13,23369,10.06
birth,5,23367,10.06
killing,7,23335,10.06
cock,4,23323,10.06
chain,5,23315,10.06
afraid,6,23303,10.06
offering,8,23290,10.06
score,5,23264,10.05
applied,7,23252,10.05
pair,4,23219,10.05
boards,6,23212,10.05
finished,8,23192,10.05
desire,6,23188,10.05
archives,8,23186,10.05
explanation,11,23179,10.05
disease,7,23168,10.05
Santa,5,23164,10.05
shape,5,23161,10.05
traditional,11,23093,10.05
corner,6,23080,10.05
ray,3,23072,10.05
reader,6,23072,10.05
tapes,5,23060,10.05
pop,3,22982,10.04
describe,8,22980,10.04
label,5,22957,10.04
whenever,8,22956,10.04
factor,6,22949,10.04
colors,6,22947,10.04
chapter,7,22942,10.04
noted,5,22938,10.04
writer,6,22933,10.04
arguments,9,22915,10.04
decent,6,22901,10.04
settings,8,22892,10.04
agency,6,22870,10.04
employment,10,22833,10.04
void,4,22817,10.04
recommended,11,22788,10.03
libraries,9,22780,10.03
license,7,22780,10.03
statements,10,22759,10.03
sides,5,22750,10.03
seven,5,22750,10.03
plenty,6,22730,10.03
caught,6,22729,10.03
spread,6,22704,10.03
initial,7,22660,10.03
arts,4,22653,10.03
creation,8,22642,10.03
candidate,9,22638,10.03
aspects,7,22609,10.03
catch,5,22587,10.03
Indian,6,22576,10.02
showed,6,22575,10.02
television,10,22560,10.02
stars,5,22554,10.02
contents,8,22548,10.02
packages,8,22532,10.02
minister,8,22530,10.02
bike,4,22527,10.02
listing,7,22521,10.02
balance,7,22511,10.02
printing,8,22497,10.02
teach,5,22492,10.02
indicate,8,22492,10.02
frequency,9,22489,10.02
relatively,10,22473,10.02
alias,5,22466,10.02
maximum,7,22457,10.02
Christopher,11,22430,10.02
forth,5,22411,10.02
ah,2,22390,10.02
driving,7,22383,10.02
surprised,9,22369,10.02
random,6,22335,10.01
unknown,7,22330,10.01
grant,5,22314,10.01
possibility,11,22286,10.01
persons,7,22283,10.01
checked,7,22266,10.01
dangerous,9,22256,10.01
soft,4,22233,10.01
humans,6,22233,10.01
managed,7,22215,10.01
one's,5,22205,10.01
split,5,22189,10.01
coast,5,22188,10.01
manner,6,22183,10.01
survey,6,22164,10.01
Ben,3,22159,10.01
grand,5,22146,10.01
professionals,13,22144,10.01
sick,4,22109,10
improve,7,22090,10
efforts,7,22086,10
gonna,5,22084,10
telecommunications,18,22078,10
